account_id,company_name,signup_month,month,industry,employee_count,revenue_tier,region,m365_active_users,m365_licensed_seats,teams_daily_active,azure_compute_hours,dynamics_users,security_product,support_tickets,estimated_clv_12mo,churned
2.0,Doyle Ltd,8,6,Finance,207,Mid,Southwest,0.0,0,0,0.0,0,0,0,30000.0,0
2.0,Doyle Ltd,8,7 ,Finance,207,Mid,Southwest,0.0,0,0,0.0,0,0,0,30000.0,0
2.0,Doyle Ltd,8,8,Finance,207,Mid,Southwest,85.0,151,62,7.44,38,0,2,41081.0,0
2.0,Doyle Ltd,8,9,Finance,207,Mid,Southwest,89.0,153,67,6.12,32,0,0,41344.0,0
2.0,Doyle Ltd,8,10,Finance,207,Mid,Southwest,87.0,153,56,8.91,37,0,1,41161.0,0
2.0,Doyle Ltd,8,11,manufacturing,207,Mid,Southwest,100.0,155,63,8.05,44,0,1,42232.0,0
2.0,Doyle Ltd,8,12,Finance,207,Mid,Southwest,88.0,152,50,-5.0,17,0,1,41305.0,0
3.0,"Mcclain, Miller and Henderson",9,1,Manufacturing,228,High,Southeast,0.0,0,0,0.0,0,1,0,71100.0,0
3.0,"Mcclain, Miller and Henderson",9,2,Manufacturing,228,High,Southeast,0.0,0,11,0.0,0,1,0,71100.0,0
3.0,"Mcclain, Miller and Henderson",9,3,Manufacturing,228,High,Southeast,0.0,0,20,0.0,0,1,0,71100.0,0
3.0,"Mcclain, Miller and Henderson",9,4,Manufacturing,228,High,Southeast,0.0,0,0,0.0,0,1,0,71100.0,0
3.0,"Mcclain, Miller and Henderson",9,5,Manufacturing,228,High,Southeast,0.0,0,0,0.0,0,1,0,71100.0,0
3.0,"Mcclain, Miller and Henderson",9,6,Manufacturing,228,High,Southeast,0.0,0,0,0.0,0,1,0,71100.0,0
3.0,"Mcclain, Miller and Henderson",9,7,Manufacturing,228,High,Southeast,0.0,0,0,0.0,0,1,0,71100.0,0
3.0,"Mcclain, Miller and Henderson",9,8,Manufacturing,228,High,Southeast,0.0,0,0,0.0,0,1,0,71100.0,0
3.0,"Mcclain, Miller and Henderson",9,9,Manufacturing,228,High,Southeast,118.0,195,71,8.06,68,1,1,97362.0,0
3.0,"Mcclain, Miller and Henderson",9,10,Manufacturing,228,High,Southeast,110.0,196,58,0.12,26,1,2,95979.0,0
3.0,"Mcclain, Miller and Henderson",9,11,Manufacturing,228,High,Southeast,117.0,201,59,0.13,60,1,99,96636.0,0
3.0,"Mcclain, Miller and Henderson",9,12,Manufacturing,228,High,Southeast,104.0,199,82,9.74,46,1,99,94762.0,0
4.0,Davis and Sons,4,1,Manufacturing,454,Low,Southwest,0.0,0,0,0.0,0,1,0,9480.0,0
4.0,Davis and Sons,4,2,Manufacturing,454,LOW ,Southwest,0.0,0,0,0.0,0,1,0,9480.0,0
4.0,Davis and Sons,4,3,Manufacturing,454,Low,Southwest,0.0,-1,0,0.0,0,1,0,9480.0,0
4.0,Davis and Sons,4,4,TECH ,454,Low,Southwest,193.0,338,124,55.96,0,1,2,12838.0,0
4.0,Davis and Sons,4,5, Tech,454,Low,Southwest,182.0,337,115,74.71,0,1,2,12708.0,0
4.0,Davis and Sons,4,6,Manufacturing,454,Low,Southwest,190.0,334,101,152.53,0,1,99,12829.0,0
4.0,Davis and Sons,4,7,Manufacturing,454,Low,Southwest,190.0,335,142,123.73,0,1,2,12822.0,0
4.0,Davis and Sons,4,8,Manufacturing,454,Low,Southwest,204.0,340,161,100.52,0,1,1,12960.0,0
4.0,Davis and Sons,4,9,Manufacturing,454,Low,Southwest,175.0,336,129,148.95,0,1,1,12628.0,0
4.0,Davis and Sons,4,10,Manufacturing,454,Low,Southwest,187.0,341,115,142.33,0,1,2,12743.0,0
4.0,Davis and Sons,4,11,Manufacturing,454,Low,Southwest,198.0,348,107,110.38,0,1,1,12830.0,0
4.0,Davis and Sons,4,12,Manufacturing,454,Low,Southwest,187.0,9999,112,47.65,0,1,1,12717.0,0
5.0,"Guzman, Hoffman and Baldwin",3,1, Tech,57,Mid,West,0.0,0,0,0.0,0,0,0,30000.0,0
5.0,"Guzman, Hoffman and Baldwin",3,2,Healthcare,57,Mid,West,0.0,0,0,0.0,0,0,0,30000.0,0
5.0,"Guzman, Hoffman and Baldwin",3,3,Healthcare,57,Mid,West,37.0,50,20,95.54,0,0,1,43560.0,0
5.0,"Guzman, Hoffman and Baldwin",3,4,Healthcare,57,Mid,West,40.0,47,22,110.88,0,0,1,45115.0,0
5.0,"Guzman, Hoffman and Baldwin",3,5,Healthcare,57,Mid,West,41.0,51,30,132.0,0,0,1,44455.0,0
5.0,"Guzman, Hoffman and Baldwin",3,6,Healthcare,57,Mid,West,42.0,50,22,103.63,0,0,1,44960.0,0
,"Guzman, Hoffman and Baldwin",3,7,Healthcare,57,Mid,West,42.0,55,33,91.04,0,0,2,43891.0,0
,"Guzman, Hoffman and Baldwin",3,8,Healthcare,57,Mid,West,48.0,59,32,91.44,0,0,1,44590.0,0
5.0,"Guzman, Hoffman and Baldwin",3,9,Healthcare,57,Mid,West,48.0,55,29,111.73,0,0,2,45418.0,0
5.0,"Guzman, Hoffman and Baldwin",3,10,manufacturing,57,Mid,West,46.0,62,36,211.68,0,0,2,43587.0,0
5.0,"Guzman, Hoffman and Baldwin",3,11,Healthcare,57,Mid,West,,57,25,65.16,0,0,1,44007.0,0
5.0,"Guzman, Hoffman and Baldwin",3,12,Healthcare,57,MID,West,44.0,58,34,172.82,0,0,2,43821.0,0
6.0,"Gardner, Robinson and Lawrence",6,1,Retail,393,Mid,Northeast,0.0,0,0,0.0,0,1,99,31600.0,0
6.0,"Gardner, Robinson and Lawrence",6,2, Tech,393,Mid,Northeast,0.0,0,0,0.0,0,1,0,31600.0,0
6.0,"Gardner, Robinson and Lawrence",6,3,Retail,393,Mid,Northeast,0.0,0,0,0.0,0,1,0,31600.0,0
6.0,"Gardner, Robinson and Lawrence",6,4,Retail,393,Mid,Northeast,0.0,0,0,0.0,0,1,99,31600.0,0
6.0,"Gardner, Robinson and Lawrence",6,5,Retail,393,Mid,Northeast,0.0,0,0,0.0,0,1,0,31600.0,0
6.0,"Gardner, Robinson and Lawrence",6,6,Retail,393,Mid,Northeast,233.0,329,146,4.53,0,1,2,43115.0,0
6.0,"Gardner, Robinson and Lawrence",6,7,Retail,393,Mid,Northeast,218.0,330,168,0.51,0,1,2,42448.0,0
6.0,"Gardner, Robinson and Lawrence",6,8,Retail,393,Mid,Northeast,242.0,330,156,7.63,0,1,3,43467.0,0
6.0,"Gardner, Robinson and Lawrence",6,9,Retail,393,Mid,Northeast,200.0,327,146,2.84,0,1,5,41763.0,0
6.0,"Gardner, Robinson and Lawrence",6,10,Retail,393,Mid,Northeast,169.0,327,115,3.49,0,1,3,40435.0,0
6.0,"Gardner, Robinson and Lawrence",6,11,Retail,393,Mid,Northeast,138.0,326,58,2.95,0,1,3,39126.0,0
6.0,"Gardner, Robinson and Lawrence",6,12,Retail,393,Mid,Northeast,103.0,-1,77,11.92,0,1,3,37530.0,1
7.0,Blake and Sons,6,1,Healthcare,338,Mid,Midwest,0.0,0,0,0.0,0,1,0,31600.0,0
7.0,Blake and Sons,6,2,Healthcare,338,Mid,Midwest,0.0,0,0,0.0,0,1,0,31600.0,0
7.0,Blake and Sons,6,3,Healthcare,338,Mid,Midwest,0.0,0,0,0.0,0,1,0,31600.0,0
7.0,Blake and Sons,6,4,Healthcare,338,Mid,Midwest,0.0,0,9,0.0,0,1,0,31600.0,0
7.0,Blake and Sons,6,5,Healthcare,338,Mid,Midwest,0.0,0,0,0.0,0,1,0,31600.0,0
7.0,Blake and Sons,6,6,Healthcare,338,Mid,Midwest,177.0,264,102,220.35,98,1,2,45786.0,0
7.0,Blake and Sons,6,7,Healthcare,338,Mid,Midwest,162.0,259,93,151.06,64,1,1,45157.0,0
7.0,Blake and Sons,6,8,Healthcare,338,Mid,Midwest,178.0,265,141,71.01,61,1,2,45804.0,0
7.0,Blake and Sons,6,9,Healthcare,338,Mid,Midwest,182.0,266,131,150.27,42,1,2,45979.0,0
7.0,Blake and Sons,6,10,Healthcare,338,Mid,Midwest,171.0,262,121,190.37,57,1,2,45537.0,0
7.0,Blake and Sons,6,11,Healthcare,338,Mid,Midwest,162.0,263,91,98.98,54,1,2,45024.0,0
,Blake and Sons,6,12,Healthcare,338,Mid,Midwest,186.0,269,133,91.69,75,1,1,46080.0,0
8.0,"Henderson, Ramirez and Lewis",8,1,Healthcare,321,Low,Southwest,0.0,0,0,0.0,0,0,0,9000.0,0
8.0,"Henderson, Ramirez and Lewis",8,2,Healthcare,321,Low,Southwest,0.0,0,0,0.0,0,0,0,9000.0,0
8.0,"Henderson, Ramirez and Lewis",8,3,TECH ,321,Low,Southwest,0.0,0,0,0.0,0,0,0,9000.0,0
8.0,"Henderson, Ramirez and Lewis",8,4,Healthcare,321,Low,Southwest,0.0,0,0,0.0,0,0,0,9000.0,0
8.0,"Henderson, Ramirez and Lewis",8,5,Healthcare,321,Low,Southwest,0.0,0,0,0.0,0,0,0,9000.0,0
8.0,"Henderson, Ramirez and Lewis",8,6,Healthcare,321,Low,Southwest,0.0,0,0,0.0,0,0,0,9000.0,0
8.0,"Henderson, Ramirez and Lewis",8,7,Healthcare,321,Low,Southwest,0.0,0,0,0.0,0,0,0,9000.0,0
8.0,"Henderson, Ramirez and Lewis",8,8,Healthcare,321,Low,Southwest,128.0,213,97,6.44,0,0,2,12004.0,0
8.0,"Henderson, Ramirez and Lewis",8,9,Healthcare,321,Low,Southwest,,210,90,6.12,0,0,2,11860.0,0
8.0,"Henderson, Ramirez and Lewis",8,10,Healthcare,321,Low,Southwest,132.0,213,82,10.33,0,0,1,12083.0,0
8.0,"Henderson, Ramirez and Lewis",8,11,Healthcare,321,Low,Southwest,120.0,219,74,5.11,0,0,99,11781.0,0
8.0,"Henderson, Ramirez and Lewis",8,12 ,Healthcare,321,Low,Southwest,128.0,215,61,3.99,0,0,2,11980.0,0
9.0,Garcia-James,4,1,Healthcare,38,Low,West,0.0,0,0,0.0,0,1,0,9480.0,0
9.0,Garcia-James,4,2,Healthcare,38,Low,West,0.0,0,0,0.0,0,1,0,9480.0,0
9.0,Garcia-James,4,3,Healthcare,38,Low,West,0.0,0,0,0.0,0,1,0,9480.0,0
9.0,Garcia-James,4,4,Healthcare,38,Low,West,,19,8,2.93,4,1,1,13535.0,0
9.0,Garcia-James,4,5,Healthcare,38,Low,West,23.0,24,19,9.71,8,1,2,14465.0,0
9.0,Garcia-James,4,6,Healthcare,38,Low,West,30.0,30,22,4.58,8,1,1,14640.0,0
9.0,Garcia-James,4,7 ,Healthcare,38,Low,West,18.0,25,17,4.52,4,1,1,13464.0,0
9.0,Garcia-James,4,8,Healthcare,38,Low,West,23.0,27,13,6.31,13,1,2,14018.0,0
9.0,Garcia-James,4,9,Healthcare,38,Low,West,21.0,25,18,2.81,4,1,2,13968.0,0
9.0,Garcia-James,4,10,Healthcare,38,Low,West,29.0,34,13,9.71,7,1,2,14022.0,0
9.0,Garcia-James,4,11,Healthcare,38,Low,West,26.0,29,33,5.31,5,1,2,14206.0,0
9.0,Garcia-James,4,12,Healthcare,38,Low,West,31.0,31,20,7.47,10,1,1,14640.0,0
10.0,Abbott-Munoz,3,1,Manufacturing,21,Low,Midwest,0.0,0,0,0.0,0,0,0,9000.0,0
10.0,Abbott-Munoz,3,2,Manufacturing,21,Low,Midwest,0.0,0,0,0.0,0,0,0,9000.0,0
10.0,Abbott-Munoz,3,3,Manufacturing,21,Low,Midwest,16.0,18,12,,1,0,2,14173.0,0
10.0,Abbott-Munoz,3,4,Manufacturing,21,Low,Midwest,,17,6,123.92,0,0,2,12184.0,0
10.0,Abbott-Munoz,3,5,Manufacturing,21,Low,Midwest,,18,7,136.88,7,0,2,12773.0,0
10.0,Abbott-Munoz,3,6,Manufacturing,21,Low,Midwest,18.0,23,42,103.62,9,0,2,13727.0,0
10.0,Abbott-Munoz,3,7,Manufacturing,21,Low,Midwest,23.0,23,18,114.28,5,0,2,14640.0,0
10.0,Abbott-Munoz,3,8,Manufacturing,21,Low,Midwest,22.0,28,17,99.1,7,0,2,13740.0,0
10.0,Abbott-Munoz,3,9,Manufacturing,21,Low,Midwest,12.0,22,9,63.98,3,0,1,12731.0,0
10.0,Abbott-Munoz,3,10,Manufacturing,21,Low,Midwest,14.0,21,10,139.04,8,0,2,13240.0,0
10.0,Abbott-Munoz,3,11,Manufacturing,21,Low,Midwest,17.0,26,11,70.41,7,0,2,13186.0,0
10.0,Abbott-Munoz,3,12,Manufacturing,21,Low,Midwest,19.0,31,16,25.63,5,0,2,13014.0,0
11.0,Blair PLC,3,1,Manufacturing,158,High,Southeast,0.0,0,0,0.0,0,0,0,67500.0,0
11.0,Blair PLC,3,2 ,Manufacturing,158,High,Southeast,0.0,0,0,0.0,0,0,0,67500.0,0
11.0,Blair PLC,3,3,Manufacturing,158,High,Southeast,98.0,134,55,81.5,25,0,2,101337.0,0
11.0,Blair PLC,3,4,Manufacturing,158,High,Southeast,98.0,9999,84,251.36,28,0,2,101167.0,0
11.0,Blair PLC,3,5,Manufacturing,158,High,Southeast,99.0,133,55,225.47,57,0,2,101747.0,0
11.0,Blair PLC,3,6,Manufacturing,158,High,Southeast,95.0,135,52,238.1,41,0,2,100467.0,0
11.0,Blair PLC,3,7,Manufacturing,158,High,Southeast,93.0,135,59,177.04,37,0,2,100000.0,0
11.0,Blair PLC,3,8,Manufacturing,158,High,Southeast,105.0,139,86,62.11,50,0,1,102095.0,0
11.0,Blair PLC,3,9,Manufacturing,158,High,Southeast,104.0,140,78,93.79,33,0,1,101700.0,0
11.0,Blair PLC,3,10,Manufacturing,158,High,Southeast,107.0,141,76,67.96,59,0,1,102204.0,0
11.0,Blair PLC,3,11,TECH ,158,High,Southeast,99.0,144,77,81.68,39,0,1,99956.0,0
11.0,Blair PLC,3,12,Manufacturing,158,High,Southeast,108.0,143,83,223.82,30,0,2,102090.0,0
12.0,Dudley Group,5,1,Retail,392,Mid,Southeast,0.0,0,0,0.0,0,0,0,30000.0,0
12.0,Dudley Group,5,2,Retail,392,Mid,Southeast,0.0,0,0,0.0,0,0,0,30000.0,0
12.0,Dudley Group,5,3,Retail,392,Mid,Southeast,0.0,0,7,0.0,0,0,0,30000.0,0
12.0,Dudley Group,5,4,Retail,392,Mid,Southeast,0.0,0,0,0.0,0,0,0,30000.0,0
12.0,Dudley Group,5,5,Retail,392,Mid,Southeast,256.0,355,187,7.28,0,0,2,41696.0,0
12.0,Dudley Group,5,6,Retail,392,Mid,Southeast,235.0,350,123,8.41,0,0,1,41000.0,0
12.0,Dudley Group,5,7,Retail,392,Mid,Southeast,255.0,358,143,9.0,0,0,1,41572.0,0
12.0,Dudley Group,5,8,Retail,392,Mid,Southeast,,352,205,11.0,0,0,2,41702.0,0
12.0,Dudley Group,5,9,Finance ,392,Mid,Southeast,257.0,353,189,1.28,0,0,1,41793.0,0
12.0,Dudley Group,5,10,Retail,392,Mid,Southeast,254.0,358,189,10.17,0,0,1,41533.0,0
12.0,Dudley Group,5,11,Retail,392,Mid,Southeast,273.0,361,140,1.29,0,0,1,42187.0,0
12.0,Dudley Group,5,12,retail,392,Mid,Southeast,266.0,359,166,1.14,0,0,1,41973.0,0
13.0,Arnold Ltd,8,1,Manufacturing,96,Low,Northeast,0.0,0,0,0.0,0,0,0,9000.0,0
13.0,Arnold Ltd,8,2,Manufacturing,96,Low,Northeast,0.0,-1,0,0.0,0,0,0,9000.0,0
13.0,Arnold Ltd,8,3,retail,96,Low,Northeast,0.0,0,0,0.0,0,0,0,9000.0,0
13.0,Arnold Ltd,8,4,Manufacturing,96,Low,Northeast,0.0,0,0,0.0,0,0,0,9000.0,0
13.0,Arnold Ltd,8,5,Manufacturing,96,Low,Northeast,0.0,0,0,0.0,0,0,0,9000.0,0
,Arnold Ltd,8,6,Manufacturing,96,Low,Northeast,0.0,0,0,0.0,0,0,0,9000.0,0
13.0,Arnold Ltd,8,7,Manufacturing,96,Low,Northeast,0.0,0,0,0.0,0,0,0,9000.0,0
13.0,Arnold Ltd,8,8,Manufacturing,96,low,Northeast,46.0,71,27,88.31,15,0,1,13161.0,0
13.0,Arnold Ltd,8,9,Manufacturing,96,Low,Northeast,48.0,77,33,34.5,16,0,1,13058.0,0
13.0,Arnold Ltd,8,10,Manufacturing,96,Low,Northeast,57.0,76,33,121.98,19,0,2,13590.0,0
13.0,Arnold Ltd,8,11,Manufacturing,96,Low,Northeast,57.0,76,50,42.55,25,0,2,13590.0,0
13.0,Arnold Ltd,8,12,Manufacturing,96,Low,Northeast,58.0,80,48,94.57,30,0,1,13485.0,0
14.0,"Mcclure, Ward and Lee",6,1,Tech,30,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
14.0,"Mcclure, Ward and Lee",6,2,Tech,30,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
14.0,"Mcclure, Ward and Lee",6,3,Tech,30,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
,"Mcclure, Ward and Lee",6,4,Tech,30,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
14.0,"Mcclure, Ward and Lee",6,5,Tech,30,Low,Midwest,0.0,-1,0,0.0,0,1,0,9480.0,0
14.0,"Mcclure, Ward and Lee",6,6,Tech,30,Low,Midwest,17.0,17,12,8.33,0,1,1,14160.0,0
14.0,"Mcclure, Ward and Lee",6,7,Tech,30,Low,Midwest,10.0,17,29,10.1,0,1,1,12431.0,0
14.0,"Mcclure, Ward and Lee",6,8,Tech,30,Low,Midwest,15.0,19,13,3.3,0,1,2,13276.0,0
14.0,"Mcclure, Ward and Lee",6,9,Tech,30,Low,Midwest,19.0,20,18,2.05,0,1,2,13950.0,0
14.0,"Mcclure, Ward and Lee",6,10,Tech,30,Low,Midwest,21.0,21,10,8.38,0,1,2,14160.0,0
14.0,"Mcclure, Ward and Lee",6,11,Tech,30,Low,Midwest,21.0,21,11,-5.0,0,1,2,14160.0,0
14.0,"Mcclure, Ward and Lee",6,12,Tech,30,Low,Midwest,15.0,23,10,4.33,0,1,1,12699.0,0
15.0,Williams and Sons,5,1,Healthcare,300, mid,Southwest,0.0,0,0,0.0,0,1,0,31600.0,0
15.0,Williams and Sons,5,2,Healthcare,300,Mid,Southwest,0.0,0,0,0.0,0,1,0,31600.0,0
15.0,Williams and Sons,5,3,Healthcare,300,Mid,Southwest,0.0,0,0,0.0,0,1,0,31600.0,0
15.0,Williams and Sons,5,4,Healthcare,300,Mid,Southwest,0.0,0,0,0.0,0,1,0,31600.0,0
15.0,Williams and Sons,5,5,Healthcare,300,Mid,Southwest,117.0,200,83,1.52,0,1,1,41390.0,0
15.0,Williams and Sons,5,6,Healthcare,300,Mid,Southwest,124.0,198,79,5.05,0,1,2,41968.0,0
15.0,Williams and Sons,5,7,Healthcare,300,Mid,Southwest,121.0,202,89,10.13,0,1,2,41586.0,0
15.0,Williams and Sons,5,8,Healthcare,300,Mid,Southwest,113.0,205,60,,0,1,2,40917.0,0
15.0,Williams and Sons,5,9,Healthcare,300,Mid,Southwest,127.0,203,108,2.08,0,1,2,41959.0,0
15.0,Williams and Sons,5,10,Healthcare,300,Mid,Southwest,121.0,203,68,11.33,0,1,1,41545.0,0
15.0,Williams and Sons,5,11,Healthcare,300,Mid,Southwest,123.0,208,88,4.53,0,1,2,41479.0,0
15.0,Williams and Sons,5,12,Healthcare,300,Mid,Southwest,125.0,205,105,6.3,0,1,1,41737.0,0
16.0,Galloway-Wyatt,3,1,Tech,242,Mid,Northeast,0.0,0,0,0.0,0,0,0,30000.0,0
16.0,Galloway-Wyatt,3,02,Tech,242,Mid,Northeast,0.0,0,0,0.0,0,0,0,30000.0,0
16.0,Galloway-Wyatt,3,3,Tech,242,Mid,Northeast,116.0,198,63,10.97,0,0,2,39802.0,0
16.0,Galloway-Wyatt,3,4,Tech,242,Mid,Northeast,110.0,200,86,5.57,0,0,2,39300.0,0
16.0,Galloway-Wyatt,3,5,Tech,242,Mid,Northeast,110.0,200,73,3.13,0,0,2,39300.0,0
16.0,Galloway-Wyatt,3,6,Tech,242,LOW ,Northeast,125.0,195,91,3.45,0,0,2,40574.0,0
16.0,Galloway-Wyatt,3,7,Tech,242,Mid,Northeast,109.0,199,61,4.36,0,0,2,39268.0,0
16.0,Galloway-Wyatt,3,8,Tech,242,low,Northeast,116.0,204,58,2.82,0,0,5,39561.0,0
,Galloway-Wyatt,3,9,Tech,242,Mid,Northeast,99.0,205,59,7.55,0,0,5,38361.0,0
16.0,Galloway-Wyatt,3,10,Tech,242,Mid,Northeast,74.0,200,46,5.4,0,0,6,36780.0,0
16.0,Galloway-Wyatt,3,11,Tech,242,Mid,Northeast,56.0,202,28,1.39,0,0,4,35481.0,0
16.0,Galloway-Wyatt,3,12,Tech,242,Mid,Northeast,35.0,198,40,11.56,0,0,3,34075.0,1
17.0,James Group,5,1,Tech,79,Low,Southeast,0.0,0,0,0.0,0,0,0,9000.0,0
17.0,James Group,5,2,Tech,79,Low,Southeast,0.0,0,0,0.0,0,0,0,9000.0,0
17.0,James Group,5,3,Tech,79,Low,Southeast,0.0,0,0,0.0,0,0,0,9000.0,0
17.0,James Group,5,4,Tech,79,Low,Southeast,,0,0,0.0,0,0,0,9000.0,0
17.0,James Group,5,5,Tech,79,Low,Southeast,46.0,54,32,11.48,0,0,1,13058.0,0
17.0,James Group,5,06,Tech,79,Low,Southeast,43.0,57,33,11.05,0,0,2,12648.0,0
17.0,James Group,5,7,Tech,79,Low,Southeast,47.0,57,67,3.49,0,0,1,12943.0,0
17.0,James Group,5,8,Tech,79,low,Southeast,47.0,58,42,5.68,0,0,1,12883.0,0
17.0,James Group,5,9,Tech,79,Low,Southeast,48.0,58,39,5.48,0,0,2,12956.0,0
17.0,James Group,5,10,Tech,79,Low,Southeast,51.0,62,34,0.68,0,0,1,12935.0,0
17.0,James Group,5,11,Tech,79,Low,Southeast,59.0,67,35,9.78,0,0,1,13179.0,0
17.0,James Group,5,12,Tech,79,Low,Southeast,51.0,66,29,3.28,0,0,2,12725.0,0
18.0,"Flowers, Martin and Kelly",2,1,Healthcare,98,High,Southeast,0.0,0,0,0.0,0,0,0,67500.0,0
18.0,"Flowers, Martin and Kelly",2,2 ,Healthcare,98,High,Southeast,45.0,57,26,9.63,0,0,2,95968.0,0
18.0,"Flowers, Martin and Kelly",2,3,Healthcare,98,High,Southeast,39.0,57,21,1.23,0,0,1,92653.0,0
18.0,"Flowers, Martin and Kelly",2,4,Healthcare,98,High,Southeast,40.0,54,37,8.44,0,0,1,94433.0,0
,"Flowers, Martin and Kelly",2,5,Healthcare,98,High,Southeast,41.0,58,28,5.22,0,0,2,93367.0,0
,"Flowers, Martin and Kelly",2,6,Healthcare,98,High,Southeast,43.0,63,32,10.78,0,0,1,92600.0,0
18.0,"Flowers, Martin and Kelly",2,7,Healthcare,98,High,Southeast,39.0,64,56,2.39,0,0,2,90295.0,0
18.0,"Flowers, Martin and Kelly",2,8,Healthcare,98,High,Southeast,39.0,56,30,3.54,0,0,2,93038.0,0
18.0,"Flowers, Martin and Kelly",2,9,Healthcare,98,High,Southeast,54.0,65,42,10.99,0,0,2,97269.0,0
18.0,"Flowers, Martin and Kelly",2,10,Healthcare,98,High,Southeast,46.0,62,40,7.52,0,0,2,94471.0,0
18.0,"Flowers, Martin and Kelly",2,11,Healthcare,98,low,Southeast,46.0,66,31,7.78,0,0,1,93055.0,0
18.0,"Flowers, Martin and Kelly",2,12,Healthcare,98,High,Southeast,48.0,69,36,1.14,0,0,1,93013.0,0
19.0,"Adams, Zuniga and Wong",7,1,Tech,20,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
19.0,"Adams, Zuniga and Wong",7,2,Tech,20,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
19.0,"Adams, Zuniga and Wong",7,3,Tech,20,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
19.0,"Adams, Zuniga and Wong",7,4,Tech,20,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
19.0,"Adams, Zuniga and Wong",7,5,Tech,20,Low,Midwest,0.0,0,0,0.0,0,1,0,9480.0,0
19.0,"Adams, Zuniga and Wong",7,6,Tech,20,Low,Midwest,0.0,0,0,-5.0,0,1,0,9480.0,0
19.0,"Adams, Zuniga and Wong",7,7,Tech,20,Low,Midwest,,13,4,121.88,0,1,1,12702.0,0
19.0,"Adams, Zuniga and Wong",7,8,Tech,20,Low,Midwest,9.0,17,6,119.14,0,1,1,12664.0,0
19.0,"Adams, Zuniga and Wong",7,9,Tech,20,LOW ,Midwest,18.0,20,12,86.47,0,1,2,14220.0,0
19.0,"Adams, Zuniga and Wong",7,10,Tech,20,Low,Midwest,20.0,22,13,99.75,0,1,1,14258.0,0
19.0,"Adams, Zuniga and Wong",7,11,Tech,20,Low,Midwest,13.0,23,11,190.7,0,1,2,12814.0,0
19.0,"Adams, Zuniga and Wong",7,12,Tech,20,Low,Midwest,21.0,21,16,182.68,0,1,1,14640.0,0
20.0,"Reid, Ferguson and Sanchez",2,1 ,Finance,447,High,Northeast,0.0,0,0,0.0,0,1,0,71100.0,0
20.0,"Reid, Ferguson and Sanchez",2,2,Finance,447,High,Northeast,181.0,280,94,10.71,60,1,1,98662.0,0
